model,source,target,num_experiments,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time
pale_h1-euclidean,age1,age2,100,0.14804347826086958,0.03190471991914508,0.00858935375158724,0.0003360481823929846,14.294399988651275
