model,source,target,num_experiments,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time
pale_h1-euclidean,age1,age2,10,0.16956521739130434,0.03339628586029829,0.008841866630603348,0.0002562115692763508,15.640169858932495
