model,source,target,num_experiments,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time
pale_h1-euclidean,an,bn,10,0.12592592592592594,0.04743054990690999,0.007734987305646594,0.00036990562099485695,16.036491632461548
