model,data,p_add,p_rm,train_size,val_size,test_size,best_val_acc,best_val_epoch,test_acc,training_time
share-gine2-bsgm,edi3,0.0,0.05,14,3,3,1.4124598105748494,63,0.6724137931034483,96.57020568847656
