model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
deeplink,edi3,0,0.0,20,0.4043,0,-1,-1
deeplink,edi3,0,0.01,20,0.3617,0,-1,-1
deeplink,edi3,0,0.05,20,0.1915,0,-1,-1
deeplink,edi3,0,0.1,20,0.2766,0,-1,-1
deeplink,edi3,0,0.2,20,0.2128,0,-1,-1
